age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,academic_work_performance,grades_gpa,work_productivity_score,mood_state,mood_swing_frequency,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,gaming_addiction_risk_level
21,Male,12.6,Strategy,StarCraft II,Mobile,5.7,Very Poor,Rarely,Below Average,3.67,1,Anxious,Rarely,TRUE,FALSE,FALSE,TRUE,TRUE,1.9,4.1,9,0,242.51,10,High
23,Male,8.9,Strategy,StarCraft II,Multi-platform,3.5,Poor,Always,Poor,,1,Anxious,Never,FALSE,FALSE,TRUE,FALSE,TRUE,0,6.7,5,6.7,277.78,3,High
26,Female,8.2,Strategy,Civilization VI,Console,3.9,Poor,Often,Average,,1,Normal,Rarely,TRUE,FALSE,FALSE,FALSE,TRUE,2.9,5.2,5,5.5,44.07,10,Moderate
20,Male,7.7,MOBA,League of Legends,Mobile,4.7,Very Poor,Always,Failing,2.46,7,Restless,Often,FALSE,TRUE,TRUE,TRUE,FALSE,2.5,4.9,3,3,65.22,2,High
21,Female,1.2,MOBA,Dota 2,Mobile,7.2,Good,Never,Excellent,3.52,5,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,11.2,1,15.2,41.12,10,Low
19,Male,4.6,Strategy,Civilization VI,Console,5.9,Fair,Always,Good,2.32,9,Euphoric,Never,FALSE,FALSE,FALSE,TRUE,FALSE,2.4,6.3,3,7.6,18.38,6,Low
23,Male,6.4,MMO,World of Warcraft,PC,6.7,Poor,Sometimes,Poor,,4,Irritable,Sometimes,FALSE,FALSE,FALSE,TRUE,TRUE,2.7,5.5,3,7.9,22.81,7,Low
15,Male,10,Battle Royale,Fortnite,PC,3.8,Very Poor,Often,Average,1.3,,Anxious,Rarely,TRUE,TRUE,FALSE,TRUE,TRUE,3.2,5.7,5,5.9,226.85,5,Severe
20,Male,13.3,MMO,Final Fantasy XIV,Console,5,Poor,Never,Poor,1.11,2,Irritable,Daily,TRUE,FALSE,FALSE,TRUE,TRUE,2.8,3.8,8,0.6,434.02,4,High
18,Male,10.4,RPG,Elden Ring,Mobile,4.7,Very Poor,Often,Below Average,3.15,,Anxious,Never,TRUE,FALSE,TRUE,TRUE,TRUE,0.3,6,8,0.1,246.69,8,Severe
31,Female,3.6,MOBA,League of Legends,Mobile,6.3,Good,Rarely,Average,,2,Depressed,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,8.2,1,12.4,23.15,5,Low
17,Female,1.6,Battle Royale,PUBG,Console,8.3,Good,Rarely,Excellent,1.48,,Anxious,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,7.1,1,11.9,7.58,6,Low
35,Female,3.1,Battle Royale,Warzone,Mobile,7.1,Fair,Sometimes,Average,,8,Excited,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,7.1,2,9.1,45.22,15,Low
22,Female,6,RPG,Cyberpunk 2077,Console,6.4,Poor,Rarely,Poor,2.99,9,Normal,Sometimes,FALSE,TRUE,FALSE,TRUE,FALSE,2.5,6.1,3,5.5,109.8,8,Moderate
25,Female,10.3,Battle Royale,Apex Legends,Console,4.8,Poor,Never,Average,,3,Euphoric,Never,TRUE,TRUE,TRUE,FALSE,TRUE,0.7,3.5,6,5.8,348.04,7,Severe
16,Male,4.8,FPS,Call of Duty,PC,6.8,Fair,Sometimes,Below Average,2.17,,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,2,6.5,5,11.4,101.85,4,Low
19,Female,4.6,FPS,CS:GO,PC,6.5,Good,Never,Average,2.46,1,Anxious,Often,FALSE,FALSE,FALSE,TRUE,FALSE,1.8,8.5,5,9.5,83.38,5,Low
18,Female,7.3,Mobile Games,Clash of Clans,Mobile,5.8,Poor,Always,Good,2.13,,Anxious,Rarely,FALSE,TRUE,FALSE,FALSE,TRUE,3.6,6.6,4,7.4,31.02,5,Moderate
17,Male,7.5,FPS,Valorant,PC,5,Poor,Rarely,Poor,1.24,,Restless,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,1.1,6.9,2,6.7,135.83,2,Moderate
17,Male,6.2,MOBA,League of Legends,Multi-platform,5.5,Good,Never,Below Average,1.68,,Depressed,Never,FALSE,FALSE,FALSE,FALSE,TRUE,1.7,7.6,4,9,145.5,3,Low
16,Male,8.3,MOBA,Dota 2,Console,5.5,Poor,Sometimes,Poor,2.24,,Anxious,Often,FALSE,TRUE,TRUE,TRUE,TRUE,2,6.9,4,8,14.14,1,High
31,Female,7.7,RPG,Elden Ring,Multi-platform,3.4,Poor,Rarely,Below Average,,8,Anxious,Sometimes,TRUE,TRUE,TRUE,TRUE,FALSE,2.8,6.4,5,3.2,38.14,1,Severe
16,Male,4,MMO,World of Warcraft,Multi-platform,6.4,Good,Never,Excellent,2.79,,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1.7,6.5,3,10,37.75,5,Low
19,Male,1.3,Strategy,Age of Empires,PC,8.2,Fair,Never,Excellent,2.8,2,Withdrawn,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,9.4,1,15.9,18.98,5,Low
23,Male,8.6,Mobile Games,PUBG Mobile,Multi-platform,5.7,Poor,Never,Average,,5,Angry,Never,TRUE,FALSE,TRUE,TRUE,FALSE,4.9,7.2,5,3.4,96.61,9,Severe
21,Other,5.2,MMO,World of Warcraft,Mobile,6.9,Fair,Always,Below Average,1.46,6,Restless,Never,FALSE,FALSE,FALSE,TRUE,FALSE,0.3,7,3,8.7,144.76,2,Low
16,Female,4.7,MOBA,Mobile Legends,Multi-platform,5.7,Fair,Rarely,Poor,1.93,,Irritable,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,0.9,9.3,3,10.1,36.45,1,Low
20,Male,7.3,MMO,Elder Scrolls Online,Multi-platform,3.1,Very Poor,Sometimes,Poor,3.71,6,Irritable,Daily,FALSE,TRUE,FALSE,TRUE,FALSE,0.7,5.5,4,4.9,30.38,2,Moderate
17,Female,10.2,MOBA,League of Legends,Mobile,5.3,Good,Sometimes,Poor,3.91,,Restless,Rarely,FALSE,TRUE,TRUE,FALSE,FALSE,3,3.6,5,2.3,263.64,1,Severe
29,Male,4.2,FPS,Call of Duty,Console,6.6,Good,Often,Good,,3,Depressed,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,8.6,1,7.5,28.17,8,Low
22,Male,2.5,MOBA,League of Legends,PC,7.4,Good,Never,Excellent,1.17,1,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,2,10.4,3,12.8,40.43,12,Low
26,Female,5.1,MMO,World of Warcraft,Mobile,5.9,Very Poor,Always,Average,,6,Normal,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,6.9,2,7.1,33.99,8,Low
29,Male,6,Mobile Games,Genshin Impact,PC,6.5,Good,Never,Below Average,,1,Euphoric,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.5,6,1,5.8,109.61,16,Low
22,Male,5,Mobile Games,Genshin Impact,Console,5.8,Fair,Never,Average,3.16,4,Restless,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,6,4,9,89.73,5,Low
20,Female,3.9,Mobile Games,Candy Crush,Console,5.3,Good,Rarely,Average,3.17,7,Depressed,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,7.4,2,10.8,49.48,7,Low
20,Male,4.5,FPS,CS:GO,PC,5.8,Fair,Often,Excellent,3.73,9,Normal,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,7.2,5,6.3,135.01,6,Low
18,Male,3.8,Mobile Games,Clash of Clans,Mobile,5.2,Fair,Often,Average,3.04,,Restless,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,9.9,2,8,21.62,6,Low
17,Male,7.8,Mobile Games,PUBG Mobile,Mobile,5.7,Insomnia,Never,Below Average,2.53,,Normal,Often,TRUE,FALSE,TRUE,TRUE,TRUE,0.9,6.2,6,4.5,147.2,4,High
20,Male,5.3,FPS,Overwatch,Mobile,6.9,Fair,Never,Good,3.49,5,Normal,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1.7,5.6,3,9.6,97.04,7,Low
23,Male,4.6,MOBA,League of Legends,Multi-platform,5.4,Fair,Never,Good,,5,Restless,Never,FALSE,FALSE,FALSE,TRUE,FALSE,6.5,9,4,9.7,74.83,7,Low
22,Male,3.7,Battle Royale,PUBG,PC,5.3,Good,Always,Average,2.31,9,Anxious,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,2.5,7.1,1,12.2,13.27,2,Low
17,Female,3.9,Battle Royale,Fortnite,PC,6,Fair,Never,Good,1.67,,Restless,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,6.1,2,12.5,34.03,7,Low
32,Female,1,FPS,CS:GO,Mobile,7.4,Good,Sometimes,Below Average,,9,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,8,1,14.3,49.46,3,Low
18,Female,4.6,Strategy,StarCraft II,Multi-platform,6.9,Fair,Sometimes,Average,1.05,,Angry,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,8.2,2,6.2,100.04,2,Low
17,Female,5.8,Battle Royale,PUBG,PC,6.4,Fair,Always,Good,3.6,,Angry,Often,FALSE,FALSE,FALSE,TRUE,FALSE,3.6,6.4,4,7,87.25,5,Low
14,Male,11.4,FPS,Call of Duty,Multi-platform,4.8,Very Poor,Sometimes,Failing,2.61,,Euphoric,Daily,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,3.2,6,3.2,237.13,3,High
17,Male,2.5,FPS,Overwatch,Mobile,8.4,Fair,Rarely,Excellent,2.61,,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,8.7,1,9.9,14.02,6,Low
25,Female,5.2,Battle Royale,Fortnite,Mobile,6,Fair,Always,Excellent,,4,Angry,Never,FALSE,FALSE,FALSE,TRUE,FALSE,1.5,8.1,3,10.4,54.39,1,Low
18,Male,8.1,Mobile Games,Genshin Impact,Multi-platform,4.2,Poor,Always,Below Average,3.21,,Angry,Daily,TRUE,TRUE,FALSE,FALSE,FALSE,0.8,4.8,4,6.1,67.44,6,High
18,Female,1.6,RPG,Elden Ring,Mobile,7,Good,Often,Average,3.63,,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,9.5,1,13,9.19,8,Low
19,Female,2.1,MMO,Elder Scrolls Online,PC,8.9,Good,Always,Good,1.32,10,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,7.6,2,14.5,33.11,5,Low
21,Male,9.1,Strategy,Age of Empires,Multi-platform,5.3,Very Poor,Never,Poor,1.88,4,Anxious,Daily,FALSE,TRUE,TRUE,TRUE,TRUE,1.5,3.8,4,7.1,493.27,11,Severe
20,Female,4.1,MOBA,Mobile Legends,PC,6.9,Poor,Always,Excellent,2.52,4,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0,8.5,2,7.8,38.82,2,Low
15,Female,9.5,MMO,Final Fantasy XIV,Multi-platform,3.8,Very Poor,Rarely,Below Average,3.53,,Angry,Rarely,FALSE,TRUE,TRUE,TRUE,TRUE,1.5,3.7,5,5.8,229.59,1,Severe
21,Male,5,Strategy,Age of Empires,PC,6.6,Good,Rarely,Good,1.65,8,Depressed,Never,FALSE,FALSE,FALSE,FALSE,FALSE,1.4,8.8,3,6.8,25.71,1,Low
15,Male,3.7,MOBA,League of Legends,PC,6.6,Very Poor,Rarely,Good,1.51,,Restless,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,7.1,2,10.3,19.24,1,Low
20,Female,6.2,Mobile Games,Clash of Clans,Console,5.3,Poor,Often,Good,1.95,10,Euphoric,Sometimes,FALSE,TRUE,FALSE,TRUE,TRUE,1.1,8.4,4,7.8,47.33,3,Moderate
26,Male,5.4,RPG,Elden Ring,Console,5.7,Poor,Rarely,Average,,2,Restless,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,9.1,3,11.4,118.39,12,Low
15,Male,6.8,MOBA,Dota 2,PC,4.5,Poor,Often,Poor,1.93,,Irritable,Often,FALSE,FALSE,FALSE,TRUE,FALSE,1.4,6.3,4,8.5,25.24,5,Low
20,Male,4.1,Strategy,Age of Empires,Multi-platform,5.3,Fair,Rarely,Average,1.04,2,Angry,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,2,7.2,1,9.1,39.06,3,Low
30,Male,5.9,Mobile Games,PUBG Mobile,PC,5.3,Good,Always,Average,,1,Irritable,Never,FALSE,FALSE,FALSE,TRUE,FALSE,0.3,6.1,4,9.5,32.6,8,Low
16,Male,8.5,Battle Royale,Fortnite,Mobile,3.3,Poor,Never,Average,1.52,,Angry,Sometimes,FALSE,FALSE,TRUE,TRUE,TRUE,0.9,5.8,5,7.4,97.89,3,Moderate
21,Male,7.7,RPG,Elden Ring,PC,3.3,Very Poor,Often,Below Average,2.28,9,Anxious,Often,TRUE,TRUE,FALSE,TRUE,TRUE,1.2,4.4,5,3.3,93.4,8,High
16,Male,6,RPG,Elden Ring,PC,6.6,Good,Rarely,Average,3.61,,Restless,Sometimes,FALSE,FALSE,FALSE,TRUE,TRUE,1.6,6,3,8.7,35.94,4,Low
21,Male,5.5,MMO,Final Fantasy XIV,Console,5.5,Good,Always,Poor,1.07,3,Restless,Sometimes,FALSE,TRUE,FALSE,TRUE,FALSE,2.4,6.7,3,7.8,96.1,2,Moderate
21,Female,6,MMO,World of Warcraft,Mobile,5.3,Poor,Never,Good,1.82,1,Angry,Never,FALSE,TRUE,FALSE,TRUE,FALSE,0.9,7.3,5,5,27.43,7,Moderate
25,Female,12.5,MOBA,Mobile Legends,Mobile,3.5,Fair,Never,Failing,,6,Restless,Daily,TRUE,FALSE,FALSE,TRUE,FALSE,1.1,3.8,10,0,120.1,1,High
14,Female,11.7,MMO,Elder Scrolls Online,Multi-platform,4.3,Poor,Sometimes,Failing,3.22,,Depressed,Never,FALSE,TRUE,TRUE,TRUE,TRUE,1.5,2.5,7,0,339.9,4,Severe
18,Male,5.7,Strategy,StarCraft II,Mobile,6.9,Fair,Always,Below Average,1.87,,Irritable,Sometimes,FALSE,TRUE,FALSE,TRUE,TRUE,0.7,7.1,4,6.4,30.5,4,Moderate
17,Female,6,MOBA,Dota 2,Multi-platform,5.2,Very Poor,Sometimes,Average,1.28,,Restless,Daily,FALSE,TRUE,FALSE,TRUE,TRUE,1,5.5,2,7.4,32.23,2,Moderate
14,Male,2.9,MOBA,Mobile Legends,Mobile,8.8,Poor,Sometimes,Good,3.59,,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1,8.9,1,11.7,36.59,4,Low
14,Male,9.7,Mobile Games,Candy Crush,Multi-platform,3.6,Very Poor,Rarely,Poor,3.53,,Irritable,Sometimes,FALSE,FALSE,FALSE,TRUE,TRUE,1.4,5.4,6,2.8,302.88,3,Moderate
16,Male,1.9,RPG,Elden Ring,Console,7.5,Good,Rarely,Excellent,3.01,,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,7,1,11.5,28.1,6,Low
27,Female,0.7,MMO,Final Fantasy XIV,Mobile,8.4,Poor,Always,Good,,10,Euphoric,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,8.3,1,16.5,16.4,12,Low
14,Male,5.5,Battle Royale,Warzone,Mobile,5.4,Fair,Rarely,Average,2.44,,Anxious,Never,FALSE,TRUE,FALSE,TRUE,FALSE,2.4,7,4,7.5,57.54,2,Moderate
26,Male,1,RPG,Cyberpunk 2077,Mobile,8.9,Good,Sometimes,Good,,8,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,8.3,1,13.8,1.31,8,Low
20,Male,9.3,MOBA,Dota 2,Multi-platform,5.3,Insomnia,Always,Poor,1.8,10,Restless,Often,TRUE,TRUE,TRUE,TRUE,FALSE,4.1,5.9,6,1.9,323.47,1,Severe
30,Male,11.6,MMO,Elder Scrolls Online,PC,4.5,Insomnia,Sometimes,Average,,3,Anxious,Daily,TRUE,TRUE,FALSE,TRUE,FALSE,5.4,2.6,7,2.5,317.18,10,Severe
21,Female,4.8,MOBA,Dota 2,Multi-platform,5.1,Poor,Sometimes,Good,1.4,4,Euphoric,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,2.5,9,3,8.2,46.29,4,Low
25,Male,1.1,MMO,Elder Scrolls Online,Multi-platform,8,Good,Never,Excellent,,6,Excited,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,7.7,1,12.2,47.51,4,Low
19,Male,4,MMO,World of Warcraft,Mobile,6.7,Fair,Sometimes,Average,2.89,10,Anxious,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,7,2,10.5,8.23,7,Low
23,Male,4,FPS,Valorant,Mobile,5.6,Poor,Never,Good,,5,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1.6,7.1,2,12.3,41.19,7,Low
17,Female,7.3,MOBA,League of Legends,PC,3.4,Very Poor,Never,Average,3.36,,Restless,Rarely,TRUE,TRUE,FALSE,TRUE,TRUE,1.5,5.5,2,4.6,95.15,7,High
22,Female,9.9,RPG,Skyrim,Mobile,3.7,Poor,Sometimes,Below Average,1.67,6,Irritable,Sometimes,TRUE,FALSE,TRUE,TRUE,TRUE,0.6,4.6,6,5.9,426.59,6,Severe
24,Male,2.1,MOBA,Mobile Legends,PC,9,Fair,Often,Good,,10,Irritable,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,7.4,1,12,48.98,9,Low
22,Male,1.8,RPG,Cyberpunk 2077,Multi-platform,7.5,Fair,Never,Good,3.3,10,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,9.4,1,15,15.91,7,Low
22,Male,8.1,FPS,Call of Duty,Multi-platform,5.5,Fair,Never,Below Average,3.18,4,Angry,Never,FALSE,TRUE,FALSE,TRUE,TRUE,1,4.8,5,5.8,121.33,10,Moderate
15,Male,11.2,Battle Royale,Fortnite,Console,3.9,Poor,Never,Below Average,3.62,,Restless,Never,TRUE,TRUE,TRUE,TRUE,TRUE,1.1,3.6,6,1.1,352.98,5,Severe
21,Male,11.6,MMO,Final Fantasy XIV,Mobile,5.4,Very Poor,Always,Poor,2.57,3,Anxious,Never,TRUE,FALSE,FALSE,FALSE,FALSE,3.5,3.8,10,0,426.48,3,High
30,Male,12.4,Strategy,Civilization VI,Console,5.3,Very Poor,Rarely,Average,,4,Restless,Sometimes,TRUE,TRUE,FALSE,FALSE,TRUE,2.1,4.7,9,0,238.32,3,Severe
14,Female,3.9,MMO,Final Fantasy XIV,Multi-platform,5.2,Poor,Rarely,Good,3.55,,Anxious,Never,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,9.3,5,8,38.56,2,Low
16,Female,5.5,Battle Royale,PUBG,Multi-platform,6.6,Poor,Never,Average,3.16,,Depressed,Daily,FALSE,TRUE,FALSE,TRUE,TRUE,2.4,7.3,3,5.3,128.87,4,Moderate
28,Male,0.9,Battle Royale,Fortnite,Multi-platform,8.4,Good,Rarely,Average,,2,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,7.9,1,12,7.57,8,Low
20,Female,5.7,Battle Royale,Fortnite,Mobile,5.5,Good,Always,Good,1.53,5,Angry,Rarely,FALSE,FALSE,FALSE,FALSE,TRUE,1.9,5.4,5,4.9,75.19,8,Low
24,Male,14.1,Battle Royale,Fortnite,Multi-platform,3.9,Insomnia,Often,Below Average,,2,Anxious,Often,TRUE,TRUE,TRUE,TRUE,TRUE,2.2,4.8,10,0,394.74,14,Severe
19,Female,5.8,MOBA,League of Legends,PC,6.8,Good,Never,Average,2.43,6,Euphoric,Daily,FALSE,TRUE,FALSE,FALSE,FALSE,2.6,6.9,4,10.4,70.73,2,Moderate
20,Male,6,FPS,CS:GO,Console,6.5,Very Poor,Often,Below Average,3.43,9,Angry,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,1.2,6.4,5,10.7,95.85,10,Moderate
20,Female,3.8,Battle Royale,PUBG,Console,6,Fair,Sometimes,Excellent,3.16,2,Irritable,Often,FALSE,FALSE,FALSE,FALSE,FALSE,2.2,9.2,4,8.7,9.48,1,Low
16,Male,7.9,MMO,World of Warcraft,PC,5.1,Fair,Often,Average,3.47,,Irritable,Rarely,FALSE,TRUE,FALSE,FALSE,TRUE,3,7.8,5,5.5,136.26,4,Moderate
27,Male,9.1,MMO,Final Fantasy XIV,PC,5.9,Very Poor,Never,Failing,,8,Anxious,Rarely,TRUE,FALSE,FALSE,TRUE,TRUE,0.2,6.4,6,5.1,224.46,5,High
22,Male,9.5,Battle Royale,Fortnite,PC,3.7,Fair,Always,Average,1.14,4,Angry,Rarely,FALSE,TRUE,FALSE,TRUE,TRUE,2.2,5.7,6,3.3,207.65,4,High
20,Male,5.9,Battle Royale,PUBG,Multi-platform,6.7,Good,Always,Average,2.14,8,Restless,Often,FALSE,FALSE,FALSE,FALSE,TRUE,0.3,5.4,3,10.7,131.7,6,Low
20,Female,7.1,Battle Royale,Fortnite,Console,4.7,Poor,Sometimes,Below Average,1.02,3,Irritable,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,3.6,5.5,3,5,142.02,3,High
18,Male,9.6,Battle Royale,Apex Legends,Multi-platform,3.7,Very Poor,Always,Poor,3.97,,Restless,Rarely,FALSE,FALSE,FALSE,TRUE,TRUE,6.7,5.6,6,2.3,82.52,4,Moderate
23,Female,4.1,RPG,Skyrim,Mobile,5.6,Poor,Rarely,Below Average,,1,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,2.5,6.6,2,11.9,34.53,8,Low
19,Male,7.5,RPG,Skyrim,PC,3.3,Insomnia,Sometimes,Average,1.78,4,Depressed,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1,8,5,7.3,70.7,5,Low
14,Male,3.5,MMO,Elder Scrolls Online,Multi-platform,7.9,Poor,Never,Good,2.45,,Restless,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,7.9,3,11.2,10.74,2,Low
27,Female,0.8,RPG,Cyberpunk 2077,Multi-platform,8.2,Good,Often,Good,,6,Anxious,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,10.5,1,14.3,27.33,17,Low
18,Female,9.4,MMO,Elder Scrolls Online,Mobile,3.6,Very Poor,Rarely,Below Average,3.04,,Irritable,Daily,FALSE,FALSE,TRUE,FALSE,FALSE,4.7,7.1,4,5.3,470.19,2,High
21,Male,5.5,FPS,Valorant,Multi-platform,6.3,Fair,Sometimes,Below Average,3.86,4,Irritable,Often,FALSE,FALSE,FALSE,TRUE,FALSE,1.6,9.1,3,6,91.49,11,Low
18,Male,4.6,FPS,Overwatch,PC,6.8,Good,Always,Poor,3.77,,Angry,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,2.4,8.5,2,7.1,96.69,7,Low
18,Male,3.5,FPS,Overwatch,Multi-platform,8.4,Good,Never,Good,3.76,,Excited,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,1,12.8,38.67,6,Low
19,Male,5.7,Battle Royale,Warzone,PC,6.4,Good,Always,Below Average,2.06,7,Euphoric,Daily,FALSE,TRUE,FALSE,TRUE,TRUE,4.3,6.6,6,10,89.3,6,Moderate
22,Male,1,Strategy,Age of Empires,Console,8,Fair,Sometimes,Good,3.87,9,Anxious,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,11.3,1,14.9,7.33,6,Low
19,Female,6.7,Mobile Games,PUBG Mobile,Console,3.1,Fair,Never,Below Average,2.79,9,Euphoric,Never,FALSE,FALSE,FALSE,FALSE,TRUE,1.2,8.2,2,5,103.77,5,Low
14,Male,2.1,MOBA,Dota 2,Console,7.3,Fair,Sometimes,Excellent,3.63,,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,8.2,3,12.1,41.89,3,Low
24,Female,3.7,Strategy,Civilization VI,Mobile,6.1,Good,Often,Good,,1,Restless,Never,FALSE,FALSE,FALSE,FALSE,FALSE,2.1,6.1,3,10.8,7.4,3,Low
15,Male,11.2,Strategy,StarCraft II,Multi-platform,3.4,Very Poor,Sometimes,Below Average,2.41,,Irritable,Never,TRUE,FALSE,FALSE,FALSE,FALSE,3,4.6,8,0.6,436.35,5,High
17,Male,6.3,Battle Royale,Warzone,Multi-platform,6.2,Poor,Often,Average,2.2,,Normal,Rarely,FALSE,TRUE,FALSE,FALSE,TRUE,0.1,7.1,4,9.9,85.83,3,Moderate
20,Male,12.2,Battle Royale,Apex Legends,Console,5.3,Very Poor,Rarely,Below Average,3.3,9,Irritable,Daily,TRUE,FALSE,FALSE,TRUE,TRUE,1.2,4.1,7,0.5,343.9,8,High
20,Male,5.4,MMO,Final Fantasy XIV,Mobile,5.9,Very Poor,Often,Poor,1.63,10,Anxious,Never,FALSE,FALSE,FALSE,TRUE,FALSE,0.2,6.9,3,9.9,114.75,9,Low
16,Male,7.8,MOBA,Mobile Legends,Mobile,3.1,Fair,Never,Good,1.33,,Irritable,Often,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,4.5,5,6,50.64,2,High
21,Male,3.1,Mobile Games,Clash of Clans,Console,8.7,Poor,Often,Average,3.87,1,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,7,1,11.2,1.5,8,Low
24,Male,8.2,Strategy,StarCraft II,Multi-platform,3.6,Fair,Sometimes,Poor,,10,Angry,Rarely,FALSE,FALSE,TRUE,TRUE,TRUE,2.1,4.1,6,5.9,29,2,Moderate
20,Male,6.6,MMO,Final Fantasy XIV,Console,4.9,Poor,Always,Below Average,2.86,1,Normal,Rarely,TRUE,TRUE,FALSE,TRUE,FALSE,2.5,6.8,5,6.9,35.07,6,High
21,Female,9.1,MOBA,League of Legends,Mobile,4.7,Poor,Never,Poor,3.33,5,Anxious,Often,FALSE,FALSE,TRUE,FALSE,TRUE,0.3,4.3,6,4.1,479.29,7,High
17,Male,4.6,FPS,Valorant,Multi-platform,6.2,Good,Sometimes,Average,1.61,,Restless,Never,FALSE,FALSE,FALSE,FALSE,FALSE,2.5,9.1,6,8.6,40.53,4,Low
19,Male,7.3,Strategy,Civilization VI,Console,3.2,Fair,Rarely,Poor,3.31,3,Anxious,Daily,TRUE,TRUE,FALSE,TRUE,TRUE,1.4,5.3,4,7.1,84.52,4,High
16,Male,1.7,FPS,Valorant,Multi-platform,8.2,Poor,Sometimes,Excellent,3.03,,Excited,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,7.6,1,9.7,12.32,4,Low
18,Male,4.3,FPS,Overwatch,Console,6.9,Fair,Sometimes,Below Average,3.2,,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0,9.5,4,9,32.71,5,Low
21,Male,1.3,FPS,Overwatch,Multi-platform,8.5,Fair,Often,Average,3.92,8,Excited,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,9.2,1,12.2,44.99,11,Low
25,Male,10.4,MMO,World of Warcraft,Console,4.3,Fair,Often,Poor,,3,Restless,Sometimes,TRUE,TRUE,FALSE,TRUE,FALSE,5,6.4,5,0.6,61.9,11,Severe
20,Female,10.1,MOBA,Dota 2,Mobile,5.7,Very Poor,Always,Below Average,2.09,1,Depressed,Often,TRUE,TRUE,TRUE,TRUE,TRUE,8.9,3.6,8,5.2,350.42,6,Severe
