age,annual_income,education_years,work_experience_years,credit_score,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default
56,77084.07007,19,23,705.7496161,31091.36388,24,8.703620308,0.3480918572,1958.403197,13087.1202,0,5,9,2,1,0.7576338658,3,42,85,6.939522304,0.1946029774,0,26,0
35,60419.83245,13,38,698.9519376,26512.82238,48,14.48732166,0.8283764823,1876.444642,19491.6256,37643.46642,4,24,4,3,0.8420434757,4,73,35,2.079898367,0.1429325311,0,22,0
29,45477.606,10,17,595.1330095,16603.75638,24,8.14046123,0.6905076992,1287.944899,33321.49442,19130.61796,1,3,5,1,0.4334565049,3,60,6,8.251007998,0.2323266156,0,39,0
27,59916.77148,12,29,850,18468.02678,48,15.09211261,0.5406607639,2177.148798,23500.37149,26723.82998,2,23,1,2,0.4183719699,2,88,11,4.651703253,0.2946732624,0,67,0
50,57417.25754,10,2,596.2935876,27251.74644,60,10.71530422,0.1211373651,2091.573942,23469.51604,0,1,26,2,1,0.3560828131,3,24,97,5.744878673,0.523995873,0,1,0
23,84185.27217,18,30,633.9966147,22242.66357,24,7.826408357,0.2054446136,3922.96467,0,43979.60452,5,3,5,1,0.4331728895,5,35,4,8.484830397,0.4616412037,0,71,0
26,67258.50019,18,18,635.8340268,1000,60,11.99558399,0.8253621197,2700.196384,6312.529435,44190.06313,2,7,4,1,0.8824076354,2,17,83,4.144175168,0.9442850187,2,98,0
45,49985.40763,9,0,753.1584484,18440.18518,60,5.27639412,0.7848139147,3769.489026,22246.39824,0,0,5,3,1,0.9786282224,1,43,5,4.640221538,0.7984443738,0,41,0
30,83544.68439,14,19,815.5689847,33989.83849,36,13.01591925,0.7936138346,1587.824033,0,39958.81389,3,9,4,2,0.1862394871,4,66,30,10.17473366,0.4389042895,0,55,0
48,43462.9516,13,28,760.9066257,29630.8661,36,15.25014346,0.2155507393,1955.431895,27031.57528,28564.12886,4,29,5,1,0.03677451971,1,52,89,10.47215558,0.1750125463,2,22,0
54,35675.05538,8,29,751.3672067,38618.89966,60,16.88450065,0.1401062979,2469.534057,21960.19475,31327.78085,4,15,5,1,0.1961167691,4,22,5,1.685022935,0.2571143321,0,96,0
33,47607.73863,13,12,710.5850945,28832.90222,24,3.044687579,0.7223885788,2230.478004,11073.1125,27621.35348,5,25,3,1,0.08976052048,3,7,61,8.34662781,0.5164502139,0,54,0
22,85928.87707,15,28,559.0587765,13752.5084,60,6.681625524,0.1314294152,2419.476405,18224.50454,23310.42869,2,5,5,3,0.01426384869,2,50,31,5.599472995,0.4489190877,2,17,0
34,49988.12297,18,38,645.0020727,16696.30099,36,4.213537883,0.3684349808,3882.251264,17289.81905,23602.85756,4,12,5,1,0.813796887,2,17,80,11.57896043,0.9662098817,1,34,0
31,74677.0482,16,25,627.807593,28835.36069,48,10.87784633,0.8279115324,2577.115594,19944.22981,17978.77546,1,16,2,3,0.2151722273,4,92,16,5.023310606,0.2702680787,0,53,0
38,62140.34641,17,29,621.4836862,32414.03579,60,3.156753152,0.5757047365,3937.007312,14661.18188,34346.03931,0,14,5,3,0.3470548351,4,73,41,6.069333791,0.8629583189,1,36,0
56,95173.87992,15,10,673.6952062,18608.11587,24,8.448580504,0.8870682129,2146.772695,5965.970937,0,1,26,3,2,0.3913927323,4,1,77,3.632383052,0.2238497815,0,35,0
31,66746.7563,14,7,660.4499485,30090.53721,60,6.736699081,0.5025565846,2410.652607,1032.349387,23868.43918,3,18,4,2,0.6835364594,2,62,57,8.049482769,0.6762747738,2,80,0
39,82261.67046,9,4,629.6301663,36829.21057,24,12.80032123,0.8944305612,3286.715503,23891.92322,45407.70029,2,6,2,2,0.9238005568,3,23,98,8.820566478,0.5590184529,0,37,0
23,46131.16673,9,7,605.7443466,30464.91905,48,3.327296162,0.6927542464,2126.048653,21584.92343,66765.43546,1,16,3,1,0.5404062892,1,77,15,8.900032039,0.8490038465,0,32,0
64,48241.23973,19,34,681.945579,23597.79343,60,15.88974012,0.5744025976,1942.945514,3332.77041,19456.86169,5,26,4,3,0.1614019393,2,40,52,2.367961034,0.003109049954,1,40,0
60,49744.64485,14,32,691.2714555,45780.62167,24,7.813121841,0.283351057,3710.387661,16468.70868,43048.51097,3,1,4,2,0.05856338735,5,43,92,0.798719946,0.3359331124,0,97,0
59,76709.36862,10,34,613.2537804,42305.6282,36,3.249184486,0.4906023295,2262.324525,17736.09885,26712.2926,4,22,2,1,0.8122351726,2,78,46,1.480887135,0.7849457713,1,64,0
23,57765.0415,12,11,565.7376265,41933.10001,36,10.41566986,0.3369172804,300,24747.05892,40591.09613,1,12,3,1,0.6110077902,2,29,33,9.180366492,0.1326548049,1,75,0
39,80295.56855,8,9,705.7275279,20708.52195,36,16.39281073,0.4365615392,4438.92774,25743.82697,32599.35458,4,19,3,3,0.5777335616,2,36,38,11.87319496,0.6208382024,0,98,0
58,51083.54741,15,27,661.4163489,39805.03705,24,8.564126946,0.7157603251,2773.784288,2648.0195,37682.55114,1,1,2,1,0.9013655402,2,36,57,8.981765757,0.7039068604,1,6,0
22,76635.78741,12,25,693.3729817,4139.20042,24,10.65843963,0.08888400079,3274.63556,36356.71337,28254.88655,4,3,1,1,0.1038675192,1,12,1,7.370754956,0.2414780563,0,21,0
45,64831.45685,10,13,689.757568,28468.33099,60,17.66119563,0.2767520964,1875.253983,19353.30382,8774.699365,3,28,3,1,0.2695090285,2,46,58,6.995546312,0.7389527748,0,92,0
35,54422.68369,13,13,588.2620573,19013.12435,60,5.620315251,0.7613794307,2932.106584,0,20560.96143,4,8,3,1,0.1500112456,2,61,91,11.11701284,0.3950414237,1,93,0
54,75615.41943,16,27,659.0347218,41120.71876,60,10.00697778,0.1062627599,1603.312054,28557.04792,30584.70501,2,27,5,2,0.07914850626,5,63,14,2.512614224,0.7361006893,0,2,0
48,39953.70692,15,38,715.9060926,24983.19296,48,6.518154729,0.06761583552,3030.344445,27417.83839,7462.144167,3,1,2,1,0.1304028241,1,1,48,4.133956153,0.4962143264,0,71,0
50,43608.34092,16,23,813.1341574,11159.75814,60,13.42686898,0.7024381962,1745.732593,5722.891865,23581.41605,0,16,3,3,0.7355227449,3,13,73,10.19218349,0.8147366841,1,51,0
25,57464.56338,16,24,661.3117223,38768.84126,24,16.71722303,0.7592721681,3438.258986,15292.99224,29896.28961,1,22,5,3,0.3373369601,4,82,41,1.214189091,0.4131799402,2,14,0
39,77852.31809,14,6,700.8884749,35620.03059,36,5.768235681,0.150598805,2481.363178,7097.652558,15287.51001,2,10,3,3,0.67431658,1,85,82,4.925185226,0.548376739,0,36,0
33,63790.622,10,36,613.3673314,30766.88715,24,7.011772057,0.1769000426,2586.631334,8400.442411,52009.37587,3,3,1,1,0.8612052958,4,77,67,2.922038705,0.8105073311,0,13,0
56,48016.17144,14,39,587.6143968,34835.89794,12,7.258321889,0.1913436525,3159.427733,19144.53056,19116.26694,0,9,4,1,0.747032626,4,93,43,11.30670187,0.5104314995,1,29,0
43,69835.52517,17,5,744.2105421,23284.14666,24,13.06815526,0.4433181111,1954.863098,13056.10628,30796.94266,0,15,3,2,0.09646991156,4,36,85,8.550093423,0.440360276,1,39,0
42,59455.55838,19,24,607.8946443,2729.498764,24,14.02593058,0.5222780531,2079.355014,8069.726715,41186.72651,2,11,5,2,0.2429436614,5,54,97,2.651023553,0.306957456,1,69,0
55,61178.81835,13,38,648.8829719,15087.73614,12,13.77867682,0.1790677128,2342.548205,19505.43345,25618.3506,0,20,1,2,0.0227899156,5,72,97,1.273820221,0.05082521822,0,15,0
41,46266.28804,10,15,732.5078121,28559.04949,36,15.1353455,0.5966248068,2072.33675,16155.59918,26967.12546,0,16,2,1,0.1170648259,2,27,46,10.85676209,0.9036233417,1,87,0
26,40421.91035,11,3,659.7137684,21598.29581,36,6.28293177,0.2087476966,2924.969702,18121.14886,24913.01088,5,5,1,2,0.4489584926,4,92,18,6.535795736,0.2452919431,2,78,0
42,47161.80548,9,25,719.7418853,20188.97006,48,12.48245267,0.5133760106,1369.277233,10258.10805,35992.42201,4,6,2,1,0.2265564704,3,4,56,11.24610984,0.6628019526,0,9,0
38,45608.87377,18,15,656.9093388,34170.63857,12,12.33745465,0.2028744809,3067.035617,6116.353914,5741.019982,4,10,2,2,0.5637707273,2,12,44,1.491515414,0.07712431608,1,51,0
51,40278.15711,14,16,726.8982152,31431.96178,36,3.233939507,0.7026658923,1128.37887,21262.99264,51870.71127,0,3,5,1,0.2473292569,1,15,98,9.432964651,0.2775233441,0,12,0
39,61864.80907,15,21,505.2914449,18849.0172,48,6.050179444,0.8264542356,1601.214619,23843.74586,34411.1307,1,22,5,3,0.3633727798,3,97,42,11.24451472,0.8214508857,1,23,0
19,51907.78216,8,8,576.7398978,41692.00154,12,16.48166834,0.1128492068,2023.646458,13672.30898,16369.48612,4,21,5,3,0.9483547624,4,55,37,4.292131909,0.3502051952,0,46,0
35,77536.85047,12,28,473.9323464,13039.82887,60,9.593404359,0.6055483739,2132.790512,7298.444769,28835.15443,5,5,2,3,0.3641083315,4,13,32,7.147785418,0.7063781425,2,78,0
41,60526.29742,8,17,756.1110381,33342.5725,60,13.91730329,0.5331433707,3697.037977,15801.55641,19963.50312,4,16,1,3,0.7250205447,4,35,46,2.264560515,0.06911771846,1,50,0
29,76223.90239,14,6,759.631198,36799.12712,24,10.77892471,0.5775610965,1366.452467,14645.13815,8436.540259,5,17,3,2,0.4478645129,3,82,9,4.751072922,0.6581140379,1,95,0
18,57588.2473,18,0,724.0093404,31424.43329,36,8.660511127,0.7312465453,1945.62452,20545.70193,9795.421676,1,7,3,2,0.230884662,1,47,46,5.286531006,0.3637977925,1,86,0
47,42489.81513,18,7,671.6070004,21885.79223,36,15.86435096,0.3829293805,2661.333014,3349.105361,5872.677168,1,15,5,1,0.2540086249,5,1,34,5.118946615,0.9101270182,0,20,0
28,47890.27248,13,8,699.8183818,21028.95142,48,5.200988514,0.4660936255,2299.562474,18593.34457,31037.62931,1,9,2,3,0.482687095,2,73,95,2.741142423,0.9857701181,0,26,0
55,46229.34873,10,31,754.0662434,14444.18101,24,13.56427531,0.6929055713,1475.708065,10371.52243,33294.47211,4,25,5,2,0.7302593958,4,59,21,7.016330941,0.6590823783,0,23,0
41,23363.46801,10,4,662.1486259,25443.97339,24,12.33478727,0.4412115796,2742.344694,18356.10751,26444.85565,0,21,2,3,0.4612238636,5,9,54,10.67544397,0.9930231325,0,35,0
50,72605.32308,8,30,741.5719745,26439.14861,24,13.56212611,0.5627358277,2312.881582,23984.37026,0,5,21,4,1,0.01083089421,1,18,45,8.079779586,0.1803451994,2,62,0
46,53170.46692,10,16,677.5209764,28350.26282,12,3.871191563,0.8812126004,3474.930729,22141.95184,21498.12862,2,15,2,3,0.542193898,1,95,69,5.489844235,0.9270393838,0,57,0
52,81952.71441,16,4,690.1395285,33988.43031,24,9.033431863,0.2780049151,1492.553798,7302.486752,4015.46122,1,26,4,2,0.5930183242,1,28,86,3.479987558,0.8932948486,0,30,0
42,74558.14486,9,31,692.0595839,23393.0305,60,16.47936319,0.5343142748,2073.423503,18215.93051,17311.56234,0,19,5,2,0.894446204,1,87,75,8.615802485,0.1669404717,1,49,0
48,26632.49104,10,29,642.2684361,27584.47962,12,8.05250395,0.7174766113,1743.819039,19927.34573,26025.40367,5,6,2,2,0.8004967547,5,58,56,7.649527246,0.9996381467,1,7,0
25,53886.05745,14,20,703.8227252,32332.51408,36,3.773466933,0.7920444387,2783.439995,0,18195.19125,1,14,4,2,0.223456937,4,49,75,2.55343545,0.8036169914,1,54,0
31,49657.63306,9,17,693.660766,12283.60652,24,5.764413663,0.2160065812,1161.637106,34399.95443,1513.66211,3,20,2,3,0.7579408203,2,71,12,7.159786737,0.8889511973,0,2,0
32,80660.54066,9,24,655.0399878,30947.68184,60,5.555604702,0.1965293001,1179.006401,0,17200.56138,1,27,2,1,0.8120212488,3,79,19,7.098324528,0.3551524762,1,30,0
29,55898.5453,17,22,685.4932581,7372.198167,48,11.60621216,0.4733281777,3195.085816,20040.46689,23155.03854,2,1,5,2,0.8791758931,5,16,20,9.650700738,0.713941682,0,54,0
47,83021.21118,11,4,627.0757656,43324.68151,48,8.283159142,0.7814080398,2565.42129,20878.25548,19708.65593,4,16,1,2,0.02590061763,3,10,78,1.540567831,0.6373257762,1,73,0
37,67592.24447,8,9,658.8977686,22789.93356,12,15.76110478,0.1547014141,2219.024658,5830.453421,34618.12186,4,19,1,3,0.5713465432,1,51,54,3.669996475,0.7928262921,0,100,0
35,56545.66739,14,3,523.5566196,34048.61804,60,15.90231765,0.8362205733,2457.245808,11652.88068,26357.28451,0,13,1,1,0.7809592414,3,70,52,10.50537215,0.74456557,1,80,0
60,54939.92815,19,35,707.8515056,24200.30798,36,11.4789904,0.46894326,2614.311666,18654.46382,24949.99632,1,11,1,3,0.2220058941,4,14,20,5.583650066,0.98859098,1,49,0
38,88318.19554,19,31,622.5042257,30530.30438,60,8.856897133,0.7773823075,2456.169473,17672.65527,15405.45155,3,15,4,3,0.2984664165,1,83,57,10.61685309,0.3424163855,0,19,0
20,51566.91846,8,10,797.133275,14480.15429,48,15.78015763,0.5198479157,2442.569106,11523.44899,29397.8904,2,12,3,1,0.7559268159,3,92,72,1.380471341,0.4912533033,0,72,0
42,88366.48438,16,31,670.4771388,26729.80455,12,11.00215548,0.1515332047,1828.324793,8317.723427,0,3,0,3,2,0.5618592323,4,38,53,5.476378689,0.42120959,1,14,0
20,91944.7085,11,12,673.3484209,44226.76322,60,10.25395272,0.18033673,1903.82053,17128.00757,20248.62519,2,11,2,2,0.1060312644,3,66,96,6.369574349,0.6523861823,1,4,0
37,58828.30963,8,38,720.1785193,4586.464289,36,8.214859575,0.07247329464,2936.888198,10480.06112,24910.00725,2,27,4,2,0.8963463421,5,75,56,4.983186145,0.7870199173,0,15,0
25,75791.9863,16,32,676.3377696,25346.59634,48,6.257461845,0.775589884,2830.212346,26173.81805,38117.41392,0,20,2,3,0.3085358637,2,57,86,2.118647272,0.03065089871,2,64,0
33,52708.69096,19,38,652.2095542,9452.694939,36,13.51689786,0.8917810704,645.3816354,25418.46768,722.845687,5,26,2,3,0.5285162552,2,33,60,1.677133067,0.8614171924,1,28,0
49,51368.69009,12,1,696.9068548,41239.32464,60,17.93551042,0.4152280697,2342.845264,1104.597133,15288.6889,3,4,2,3,0.001100121817,2,74,2,7.548762627,0.006907840168,0,5,0
56,60412.65749,19,14,738.0420323,6984.421912,60,15.54113245,0.6385418252,1918.313984,8394.217934,38610.44898,3,14,1,3,0.9890283123,1,42,94,9.494973564,0.7391645207,2,80,0
31,38901.83803,19,23,712.3310152,36373.62985,12,3.906574129,0.8148233065,4106.293097,32945.76444,18419.34757,1,25,1,1,0.4253531725,1,87,67,9.149594233,0.240055309,1,28,0
45,48515.66869,19,16,682.3608418,19469.63588,12,13.54884325,0.6913951388,4220.057452,20579.12367,7333.523615,3,23,1,1,0.7955087933,2,93,47,2.025034286,0.2052681694,0,59,0
40,87692.02948,19,11,680.5191727,32561.49925,36,10.89611494,0.08944386079,3904.676146,34505.63079,30922.17453,5,3,4,2,0.2987550963,2,82,99,1.459675209,0.2311606397,1,94,0
22,79553.5661,11,0,698.3786442,26586.52643,24,17.22357481,0.4570965602,3421.523923,14789.02077,14184.57085,2,29,2,2,0.3136701165,4,88,56,11.02201691,0.060024679,0,52,0
49,42050.00296,13,8,682.5380348,27145.43851,60,6.644095076,0.2400227973,2093.061831,35321.84711,17389.72834,5,16,3,1,0.4598344499,2,74,84,8.033351447,0.9946263445,0,40,0
61,68547.31175,16,25,735.4970988,15125.54344,60,8.783706792,0.5044192266,3571.12797,18088.45325,5288.52496,4,13,5,2,0.433680933,2,11,8,2.756096066,0.2748091305,1,16,0
51,46088.63765,10,36,705.0257033,17634.47717,24,16.18407093,0.6716167754,3002.333685,26883.80552,0,5,6,3,2,0.3323262984,1,26,94,1.880689694,0.7700504009,0,97,0
51,64292.42832,17,19,668.8173353,13769.54171,60,7.247664956,0.1653269112,1704.159307,25996.53007,15249.19179,3,17,5,1,0.2856575579,1,38,27,3.059458242,0.9542103002,0,59,0
33,59162.10079,17,9,581.4794781,26526.84251,24,3.035771678,0.102445272,1200.249625,15386.84261,12754.69772,2,8,3,3,0.6659624369,1,42,56,7.502831114,0.5347946816,0,19,0
26,65548.66418,14,31,691.727275,29673.31074,24,10.75721238,0.3766119783,1340.813731,15576.01471,37538.18383,3,16,2,3,0.9066926615,4,98,62,8.60357592,0.9073700528,2,3,0
46,72954.0205,18,13,679.0180996,39084.01529,12,14.34985771,0.6114012922,3470.013796,2194.942435,29980.11331,5,5,5,3,0.09459768617,4,18,41,5.496633527,0.9811156099,1,92,0
53,49596.98423,15,9,678.9510573,40384.80071,36,11.4265051,0.6800240619,2246.851496,9949.113727,12311.73529,1,14,3,1,0.2942283839,4,47,48,0.7688160883,0.882131052,0,79,0
49,63791.61942,8,18,780.618941,21692.38035,60,5.136482525,0.6178336337,2997.080138,3218.951087,12266.05741,4,12,1,3,0.2451875738,3,89,41,5.371956673,0.3239026997,2,52,0
20,52162.67688,10,9,678.1772209,23088.43527,12,4.393977297,0.292074584,1408.485234,5295.421998,28237.72259,4,1,5,1,0.7236271311,1,20,57,10.50026629,0.9866635458,1,51,0
25,46630.46697,10,33,593.1100711,38625.97321,12,5.522788845,0.72684049,4092.384414,12025.32202,28818.76882,5,4,4,1,0.5516872184,5,10,25,10.11723535,0.7912385939,1,83,0
48,46177.72492,8,4,677.8549872,24390.38074,36,9.071492188,0.5539442867,3334.052128,15642.7913,29821.74148,3,1,2,1,0.2621577735,5,23,33,3.035641598,0.2275839898,0,31,0
43,77570.10157,17,32,728.3017914,15629.5254,12,14.55608082,0.5891085235,1819.842795,19669.47359,12533.60681,3,9,1,2,0.5965542116,3,30,32,1.419242433,0.7750468123,0,27,0
29,84788.84444,13,25,699.9400877,32661.71995,60,16.23101737,0.7579638127,2462.132936,9265.062506,0,1,24,3,1,0.0513975241,5,79,86,9.108675307,0.2727167187,1,95,0
28,70684.82019,16,2,654.2385344,23281.28552,24,17.00532413,0.823177149,2668.265816,30321.58079,14066.60003,5,27,4,2,0.026751195,4,25,80,7.297684249,0.6379770806,0,1,0
34,62994.88266,18,25,657.9983763,41669.83595,12,3.020914502,0.7373168277,3189.954391,27634.54082,39395.03761,1,21,2,2,0.9134942554,2,10,2,1.978382823,0.8436932046,1,22,0
33,83375.04858,15,17,666.7272951,25654.02892,48,3.888223872,0.3234451317,1612.234191,18295.22433,14967.3819,5,23,4,2,0.4169588992,4,76,18,0.7971021627,0.4821857451,0,49,0
33,53570.46621,12,37,666.58075,28737.06847,24,12.87439153,0.7031482237,2894.441958,26414.80378,4331.727986,5,16,5,2,0.7696435413,1,67,66,3.902795913,0.2102387358,0,94,0
22,74806.87605,12,25,737.5120553,40231.1122,36,15.39961406,0.3708115149,2226.860846,8780.865359,24731.92767,3,28,3,2,0.8668782727,4,57,2,7.278011138,0.9737427667,1,50,0
63,63033.23469,8,23,753.8412091,28405.49974,24,8.714233941,0.8727879351,4044.161876,7032.005408,0,1,12,5,2,0.7470710959,2,32,52,3.238039557,0.04578129935,0,69,0
54,62852.55983,19,21,730.5417794,38834.50908,36,9.55367948,0.502241113,2306.609668,27589.18619,26248.31434,3,15,3,3,0.3885391983,2,63,18,11.38968484,0.757208578,1,43,0
24,71645.53819,15,22,740.2056763,4402.707991,36,8.639609465,0.226571823,1598.775335,20498.99526,17921.73355,4,19,1,2,0.104170997,3,21,98,7.832949486,0.6377723833,1,42,0
21,52222.34766,12,28,709.296495,27494.69342,12,7.907721063,0.5618138113,2455.362567,0,21240.02678,5,13,3,2,0.6239791502,5,33,43,11.20602916,0.2628049904,2,95,0
18,72738.85461,13,39,595.4856153,41976.35956,12,5.818582972,0.5892025631,2691.002422,18452.28294,31666.70812,2,16,1,1,0.6904572463,4,25,65,8.163774838,0.4118063384,0,40,0
36,59142.3623,17,28,756.4218362,24575.01826,24,9.167928883,0.4610375567,2851.12571,21931.74329,13796.13279,1,2,1,3,0.7906408551,1,95,6,6.579316227,0.06195965216,0,30,0
59,50245.54067,15,22,662.275668,21652.5609,36,8.329492225,0.7058577726,1701.168621,9298.22615,22918.87461,3,4,3,2,0.06595769995,5,45,39,7.778763683,0.4084540008,1,5,0
44,59530.83831,19,10,809.6377605,21684.77057,36,17.40158713,0.7607558027,2984.404078,20494.47608,25753.40362,4,16,4,1,0.07338870598,1,18,73,2.763681498,0.4765395066,0,67,0
26,67555.02034,16,27,561.6090216,27412.12824,60,8.119782271,0.6806604037,3508.920344,8196.983169,9549.412586,2,0,2,1,0.7573104598,2,95,62,1.259865369,0.2276142338,0,57,0
28,87900.23641,9,13,620.687442,31752.54711,24,10.15333492,0.5256676225,1413.561204,5417.65693,33907.06429,5,0,1,1,0.6468572642,2,42,19,7.786121251,0.8895926817,2,40,0
24,61012.92444,11,7,722.7519678,4567.537884,36,4.111723865,0.1966150426,2705.038592,20569.69226,0,1,12,2,1,0.6327249483,3,63,35,3.155290992,0.3337252979,1,33,0
48,59083.93638,10,38,719.0765972,29773.98284,12,8.021413468,0.6891897159,2655.318394,28992.72346,16088.50868,2,20,3,3,0.2059175884,2,67,28,10.39568575,0.5426758284,0,83,0
55,63307.50391,10,29,638.9297939,10070.61917,48,15.78639093,0.1098522179,3498.296925,23925.05785,0,4,18,3,1,0.2767270597,2,71,67,3.601572944,0.7714900516,0,28,0
26,79867.69122,15,9,685.6670192,17485.77234,12,10.40827199,0.1164146853,3058.881818,8574.808849,11938.62305,1,6,5,1,0.5911090611,2,75,15,3.42429884,0.8427700786,0,58,0
47,30051.94014,9,9,694.4472593,32383.83967,24,3.59446805,0.5780816978,2564.831173,7678.689925,48507.86443,3,3,2,3,0.7741591444,1,59,26,7.350651449,0.9146922774,0,92,0
55,37149.6595,12,31,736.3319958,15535.66073,12,9.480904447,0.807135914,2665.30906,25914.6675,13266.76858,0,19,2,2,0.02430060042,3,80,11,4.688649095,0.1876176186,1,4,0
61,64651.32948,19,36,604.1336486,15024.00852,24,7.78783815,0.3907173789,2662.807609,20690.6476,16311.61622,4,8,5,3,0.4204566759,5,81,83,8.672119715,0.5567215043,0,53,0
54,65692.35047,10,21,699.6809415,46932.74669,48,9.364582233,0.2398213411,2162.513209,10362.46296,6359.524912,1,13,1,2,0.9951440895,1,38,15,2.343794857,0.7627722489,1,5,0
51,43040.45459,18,24,639.0130901,22229.84595,12,12.70606778,0.5592758006,3188.700124,23581.82026,23931.32278,2,1,4,3,0.6935714419,2,6,70,11.49411297,0.8920239586,0,8,0
29,49123.3239,8,6,822.5530186,16024.01619,24,15.36500917,0.5675793309,3676.694632,16599.66605,35168.23356,2,6,5,2,0.6949871658,4,34,16,4.984100111,0.627446685,0,94,0
28,43325.23937,12,32,697.7146397,8983.168491,36,16.51567845,0.7077259886,1082.888346,25446.93432,6693.051154,4,19,2,2,0.3446112793,3,100,71,11.6117162,0.369445874,0,16,0
32,80137.26698,16,38,749.5200081,14920.65763,12,6.406018807,0.67794818,1949.298948,21916.99565,30282.79299,3,2,4,3,0.3155859597,2,90,73,5.58494346,0.2786435795,0,57,0
34,74977.44595,18,0,732.8138146,34550.70872,12,14.14705201,0.5145772907,2673.373468,5164.583527,23151.43786,3,26,5,2,0.5598719269,3,77,28,5.425102912,0.5690083231,2,13,0
34,62583.72503,16,38,618.7224384,16977.22324,36,14.70300037,0.1025322334,3011.127771,11595.09087,49685.51683,0,18,4,2,0.02595773603,4,22,6,3.07188738,0.1692276475,0,81,0
48,74209.10004,8,22,598.5964278,1793.890044,60,10.88474905,0.2290779839,2407.9408,22436.25894,44945.34938,3,18,5,3,0.2903760868,4,53,53,9.62726967,0.3654512436,0,41,0
55,88668.78915,10,9,742.6648902,19146.2176,60,4.276885804,0.3364427855,1118.498636,24975.29089,30752.20948,0,3,1,3,0.1933062715,2,24,54,7.959158074,0.6058161126,2,47,0
64,83555.23674,19,0,649.5139675,1942.721507,24,8.221909491,0.1084277108,1894.331365,17320.9359,5272.258211,4,29,4,1,0.6151801149,2,79,2,10.73929709,0.4483624173,1,67,0
57,59729.06159,9,23,650.4059202,36280.15007,36,14.30910164,0.517174278,1996.338507,15673.77316,29124.57422,5,5,5,1,0.244607313,1,49,88,7.087662573,0.5558035789,2,78,0
46,38046.66255,11,10,580.8322474,25409.32008,12,10.78172105,0.3194554267,2534.785333,15035.19753,30869.35441,5,16,1,1,0.8443172451,2,7,18,5.108344016,0.2576865371,0,91,0
51,68689.37213,11,13,626.4188911,32126.3531,60,15.3707972,0.249968048,1934.081957,18932.10282,11387.54867,0,0,1,1,0.2263220207,3,26,15,7.378765056,0.1367801845,1,84,0
60,58628.54655,9,17,619.3762145,25296.23814,36,12.89268565,0.679311245,3017.645777,20252.71536,13950.857,2,22,5,1,0.7274475972,3,100,45,1.755259035,0.4561758343,2,17,0
59,34677.62123,17,34,642.8122566,59285.33305,12,4.963988534,0.3620529744,1957.623619,22010.89934,40027.75023,5,9,1,3,0.1307342758,3,76,84,3.450532055,0.3827503012,1,13,0
18,45051.2615,15,9,709.2004155,27916.44047,48,3.384937675,0.3142756269,1711.852917,27462.49073,0,0,28,4,2,0.01499435402,5,65,8,2.953012013,0.8649901266,0,35,0
56,66298.12433,10,17,698.69764,11307.20905,36,12.13001543,0.5806100979,1753.535678,8920.464512,14662.34631,4,15,4,1,0.3886697325,5,37,25,5.022922668,0.2334926103,0,84,0
49,77711.25419,17,6,631.3783804,23226.06282,36,6.953835589,0.1418148621,734.0805021,36357.15312,29203.52576,2,2,3,3,0.5731872987,1,94,12,7.766820147,0.1617131835,0,39,0
50,57835.38581,11,0,666.1894301,11902.86463,60,15.26113759,0.2783055693,3963.63227,8958.662916,1116.281116,5,4,5,2,0.4938852024,1,42,43,8.604178491,0.8503636998,0,55,0
35,43413.21919,14,22,707.3510576,9513.527762,12,14.68280831,0.2105227899,3083.989246,16695.90257,6306.498547,2,21,4,3,0.5559581278,4,71,48,5.167074802,0.9289078595,0,30,0
53,67907.71101,16,39,668.8363388,30513.33975,12,8.191198608,0.6088549712,3031.980888,0,41905.0477,2,26,3,2,0.5042000176,4,59,54,6.814656824,0.02085297149,0,18,0
62,67438.50339,16,9,807.7753023,31860.88746,60,7.738034115,0.3069859042,1544.599954,12155.4783,32338.91122,2,4,5,2,0.01757877259,4,33,15,8.670546403,0.8999569495,0,43,0
29,70132.70327,14,35,676.6046297,16318.25036,36,6.768672893,0.7600949986,3307.483984,17682.50034,20475.41133,4,14,4,1,0.8135571538,3,91,55,6.530797461,0.7166027279,0,79,0
35,75422.62333,18,9,650.6577183,32724.13257,24,16.3622925,0.1088779062,1973.064716,0,26675.54848,0,1,3,3,0.6648824355,3,93,52,7.501423782,0.4573393364,2,75,0
36,63256.22145,17,9,729.2957434,21341.05992,48,16.86827033,0.7898381058,1726.4064,10606.64546,0,5,13,2,1,0.4986829499,1,67,51,7.494326933,0.8997050278,0,36,0
19,53887.87225,16,21,737.6952473,29249.66934,48,11.52262215,0.2548815121,2449.897977,12434.6972,31882.34469,3,17,5,2,0.7905564052,3,76,52,5.646806354,0.9066467626,0,51,0
24,59105.96882,17,22,634.314887,18739.11518,60,12.16453353,0.2259820663,3054.036797,13137.35668,16022.80294,1,8,4,2,0.05327711839,1,95,36,6.95730775,0.8726559254,1,45,0
54,64405.62241,15,17,622.9510639,4170.573409,36,9.353447124,0.07207862421,2593.204612,15628.5379,35198.81874,1,29,4,3,0.1305798751,1,90,55,9.025788773,0.6212082798,0,41,0
